ID,sex,age,Born in the US? ,num children,Degree,Years of school,Redistribution good,God,Happy,science spending,afterlife
1255,female,62,Yes,1,High School,12,agree,Believe without a doubt,pretty happy,spending too little,Yes
1256,female,65,Yes,4,Bachelors,16,agree,"Don't know, no way to find out",Very happy,spending too little,Yes
1257,male,40,Yes,2,Bachelors,16,disagree,Belief in a higher power,pretty happy,spending about the right amount,Yes
1258,female,55,Yes,3,Bachelors,16,agree,Believe without a doubt,pretty happy,spending too little,Yes
1259,male,86,Yes,2,High School,12,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1260,female,48,Yes,1,Bachelors,18,agree,Belief in a higher power,pretty happy,spending too little,No
1261,male,32,No,3,Graduate degree,13,agree,Atheist,pretty happy,spending about the right amount,No
1262,male,67,No,0,Less than High School,2,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1263,female,65,Yes,3,High School,13,disagree,Believe without a doubt,pretty happy,spending too much,Yes
1264,male,73,Yes,0,Bachelors,16,unsure,Belief in a higher power,not too happy,spending too little,No
1265,male,27,Yes,0,High School,12,agree,Atheist,pretty happy,spending too little,No
1266,female,31,Yes,1,Associates,16,unsure,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
1267,female,67,Yes,2,High School,12,agree,Belief in a higher power,pretty happy,spending too little,Yes
1268,female,30,Yes,2,High School,13,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1269,female,64,Yes,1,High School,12,disagree,Believe without a doubt,not too happy,spending too little,Yes
1270,female,51,Yes,0,Graduate degree,19,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1271,male,79,Yes,2,Associates,14,agree,Atheist,pretty happy,spending about the right amount,No
1272,female,36,Yes,2,High School,14,agree,"Don't know, no way to find out",Very happy,spending too little,Yes
1273,female,33,Yes,2,High School,13,agree,"Don't know, no way to find out",Very happy,spending about the right amount,Yes
1274,female,80,Yes,2,Less than High School,12,agree,Believe without a doubt,pretty happy,spending too little,Yes
1275,female,75,Yes,2,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1276,female,42,Yes,4,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1277,female,46,Yes,3,Less than High School,12,agree,Believe without a doubt,not too happy,spending too much,Yes
1278,male,26,Yes,1,High School,13,agree,Belief in a higher power,not too happy,spending about the right amount,No
1279,female,67,Yes,4,High School,12,agree,"Believe, but with some doubts",not too happy,spending too little,Yes
1280,male,79,No,2,Graduate degree,20,disagree,"Believe, but with some doubts",Very happy,spending too little,Yes
1281,female,62,Yes,0,High School,14,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1282,female,63,Yes,0,Bachelors,17,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1283,male,33,Yes,0,High School,15,agree,"Don't know, no way to find out",not too happy,spending too little,No
1284,female,32,No,3,Less than High School,18,agree,Belief in a higher power,pretty happy,spending about the right amount,No
1285,female,67,Yes,3,High School,12,unsure,Believe without a doubt,pretty happy,spending too much,Yes
1286,female,55,Yes,2,Less than High School,11,agree,"Don't know, no way to find out",not too happy,spending about the right amount,Yes
1287,female,67,Yes,1,Bachelors,16,agree,Atheist,pretty happy,spending about the right amount,No
1288,male,28,Yes,0,Bachelors,16,agree,"Believe, but with some doubts",not too happy,spending too little,Yes
1289,female,47,No,0,Bachelors,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1290,male,57,Yes,1,Graduate degree,18,agree,Believe without a doubt,pretty happy,spending too little,Yes
1291,female,29,No,2,Less than High School,8,unsure,"Believe, but with some doubts",pretty happy,spending too little,Yes
1292,male,26,Yes,0,High School,12,agree,Believe without a doubt,not too happy,spending too little,Yes
1293,female,44,Yes,3,Associates,16,agree,Belief in a higher power,pretty happy,spending too little,Yes
1294,female,62,Yes,1,Associates,14,agree,Believe without a doubt,pretty happy,spending too little,Yes
1295,male,70,Yes,0,Bachelors,18,disagree,Believe without a doubt,Very happy,spending too little,Yes
1296,female,86,Yes,2,High School,12,disagree,Believe without a doubt,Very happy,spending too little,Yes
1297,male,76,Yes,0,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1298,female,49,Yes,1,Associates,14,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1299,female,45,Yes,0,Bachelors,17,agree,Belief in a higher power,not too happy,spending too little,Yes
1300,male,56,Yes,2,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,No
1301,female,25,Yes,2,High School,14,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
1302,female,33,Yes,0,Bachelors,17,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1303,female,42,Yes,3,Less than High School,11,unsure,Believe without a doubt,pretty happy,spending too little,Yes
1304,male,69,Yes,0,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1305,female,75,Yes,0,Bachelors,17,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1306,female,56,Yes,0,Bachelors,18,agree,Atheist,pretty happy,spending too little,No
1307,female,58,Yes,0,Bachelors,16,agree,Atheist,not too happy,spending too little,No
1308,female,75,Yes,3,High School,12,disagree,Believe without a doubt,not too happy,spending too much,Yes
1309,male,42,Yes,2,Bachelors,16,disagree,Believe without a doubt,not too happy,spending too little,Yes
1310,male,46,Yes,1,High School,14,disagree,"Believe, but with some doubts",not too happy,spending too little,No
1311,female,43,Yes,2,High School,13,agree,"Believe, but with some doubts",Very happy,spending about the right amount,Yes
1312,female,53,Yes,3,High School,14,disagree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
1313,female,36,Yes,1,High School,12,unsure,Belief in a higher power,pretty happy,spending about the right amount,No
1314,male,50,Yes,0,High School,12,disagree,"Believe, but with some doubts",Very happy,spending about the right amount,Yes
1315,female,46,Yes,1,Bachelors,18,agree,Atheist,pretty happy,spending too little,No
1316,female,63,Yes,0,Less than High School,9,agree,Belief in a higher power,pretty happy,spending too little,Yes
1317,male,41,Yes,2,Graduate degree,20,agree,Believe without a doubt,pretty happy,spending too little,Yes
1318,male,70,Yes,3,Graduate degree,18,agree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
1319,female,66,Yes,2,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1320,female,34,Yes,3,High School,13,agree,Believe without a doubt,not too happy,spending too little,Yes
1321,male,53,Yes,0,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1322,male,57,Yes,5,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1323,male,53,Yes,1,Bachelors,16,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1324,female,59,Yes,2,High School,12,agree,"Believe, but with some doubts",not too happy,spending too much,Yes
1325,male,42,No,2,Bachelors,16,agree,Atheist,pretty happy,spending too little,No
1326,female,39,Yes,3,Bachelors,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1327,female,34,Yes,2,Graduate degree,19,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1328,female,23,Yes,1,High School,12,agree,Believe without a doubt,not too happy,spending too little,Yes
1329,male,51,No,2,High School,9,agree,"Believe, but with some doubts",Very happy,spending too little,Yes
1330,female,65,No,4,Bachelors,17,unsure,Believe in god sometimes,Very happy,spending too little,No
1331,female,26,Yes,0,Bachelors,18,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1332,female,27,Yes,0,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
1333,female,22,Yes,0,High School,15,agree,Believe in god sometimes,pretty happy,spending too little,Yes
1334,female,65,Yes,3,Less than High School,10,unsure,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
1335,male,65,Yes,0,High School,12,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
1336,male,20,Yes,0,High School,12,unsure,"Don't know, no way to find out",pretty happy,spending about the right amount,No
1337,male,62,Yes,5,High School,12,disagree,Believe without a doubt,Very happy,spending too little,Yes
1338,male,41,Yes,1,Bachelors,16,agree,"Don't know, no way to find out",not too happy,spending too little,Yes
1339,male,43,Yes,3,Bachelors,16,disagree,Believe without a doubt,Very happy,spending too much,No
1340,male,64,Yes,1,High School,13,agree,"Believe, but with some doubts",pretty happy,spending too little,No
1341,male,35,Yes,0,High School,17,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1342,female,57,No,1,High School,13,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1343,female,30,Yes,0,Bachelors,17,disagree,Believe without a doubt,Very happy,spending too little,Yes
1344,female,38,Yes,2,Bachelors,17,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1345,female,63,Yes,4,High School,14,agree,Belief in a higher power,not too happy,spending about the right amount,Yes
1346,male,28,Yes,0,Graduate degree,18,agree,Atheist,not too happy,spending too little,No
1347,male,61,Yes,2,Graduate degree,19,agree,Atheist,Very happy,spending too little,No
1348,female,54,No,0,Bachelors,19,agree,"Don't know, no way to find out",Very happy,spending about the right amount,No
1349,male,33,No,1,Bachelors,16,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
1350,female,41,Yes,0,Graduate degree,18,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1351,female,71,Yes,2,High School,12,disagree,Believe without a doubt,pretty happy,spending too little,Yes
1352,male,60,Yes,0,High School,14,unsure,Believe without a doubt,not too happy,spending too little,Yes
1353,male,40,Yes,0,High School,11,disagree,Believe without a doubt,pretty happy,spending about the right amount,No
1354,female,49,Yes,1,High School,12,disagree,Believe without a doubt,not too happy,spending about the right amount,No
1355,female,56,Yes,2,Associates,15,disagree,Believe without a doubt,not too happy,spending too much,Yes
1356,female,54,Yes,2,High School,13,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
1357,female,42,Yes,1,High School,12,unsure,"Believe, but with some doubts",not too happy,spending too little,Yes
1358,female,36,No,0,Bachelors,16,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
1359,male,83,Yes,3,High School,14,agree,Believe without a doubt,pretty happy,spending too little,Yes
1360,female,41,Yes,0,Bachelors,16,agree,Belief in a higher power,pretty happy,spending too little,No
1361,female,34,Yes,3,Bachelors,17,disagree,Believe without a doubt,pretty happy,spending about the right amount,No
1362,female,55,Yes,1,High School,14,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1363,female,86,Yes,4,High School,12,agree,Believe without a doubt,pretty happy,spending too little,Yes
1364,male,56,Yes,0,High School,12,agree,Believe without a doubt,not too happy,spending too little,Yes
1365,male,36,No,2,Bachelors,16,disagree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
1366,male,59,Yes,4,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1367,female,34,No,2,High School,12,agree,Believe without a doubt,not too happy,spending too little,Yes
1368,male,74,Yes,2,Bachelors,17,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
1369,male,56,Yes,2,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
